Firma;Anrede;Vorname;Nachname;Strasse;PLZ;Ort;Öffnungszeiten;Telefon;Pin Farbe;Temporär;Transporte
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 1;9050;Appenzell;"Mo-Fr 07:30 – 18:00; Sa-So 08:00 – 11:45, 13:15 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 71 788 50 50;FE7569;;
Bahnhof Gepäckschalter;;;;Poststrasse 6;8580;Amriswil;"Mo-Fr 07:30 – 18:30 ; Sa 08:00 – 16:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof;3072;Ostermundigen;"Mo-Fr 07:30 – 18:30; Sa 08:00 – 12:00, 13:00 – 16:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 60 60;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse;4310;Rheinfelden;"Mo-Fr 07:30 – 18:30; Sa 08:00 – 15:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Stadelhoferstrasse 8;8001;Zürich-Stadelhofen;"Mo-Fr 07:30 – 19:30; Sa 7:30 – 17:30; So 9:45 – 17:30.<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://www.velosfuerafrika.ch/vfa/kontakt/kontakt.html"">velosfuerafrika.ch</a> oder 031 979 70 50<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof;8001;Zürich HB;"Mo-Fr 07:30 - 19:45; Sa-So 08:00 - 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Furkastrasse 81;3985;Münster;"Matterhorn Gotthard Bahn-Bahnhof. Gepäck möglich, aber ohne Öffnungszeiten<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0848 888 888;FE7569;;
Bahnhof Gepäckschalter;;;;Post 319;8703;Erlenbach ZH;"Mo 07:00 – 12:00, 14:00 – 18:00; Di-Fr 08:00 – 12:00, 14:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 151a;3232;Ins;"Mo-Fr 06:00 – 19:00; Sa 07:00 – 18:00; So 08:00 – 12:30, 13:30 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 24 30;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 62;4132;Muttenz;"Mo-Fr 06:00 – 22:00; Sa-So 07:00 – 22:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 21;5745;Safenwil;"Mo-Do 05:50 – 14:00, 14:45 – 22:45; Fr 05:50 – 22:45; Sa 06:45 – 15:00, 15:45 – 22:45; So 06:45 – 14:00, 14:45 – 22:45<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3998;Reckingen;"Mo-Fr 09:00 – 12:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 27 927 76 40;FE7569;;
Bahnhof Gepäckschalter;;;;Güterstrasse;4563;Gerlafingen;"Mo-Fr 04:30-23:00; Sa 05:20-23:00, So 05:40 - 23:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Landstrasse 159;5301;Siggenthal-Würenlingen;"Mo-Fr 05:00 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Schweizerhofstrasse 10;8750;Glarus;"Mo-Fr 05:00 – 20:30; Sa-So 06:10 – 20:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Emmestrasse 6;4562;Biberist Ost;"Mo-Fr 05:15 – 13:15, 15:00 – 18:50<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 52 00;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;6122;Menznau;"Mo-Fr 05:20 – 19:05<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 54 66;FE7569;;
Bahnhof Gepäckschalter;;;;Florastrasse 10;8134;Adliswil;"Mo-Fr 05:40 – 19:40; Sa-So 06:40 – 18:40<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 44 206 46 58;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofringstrasse 3;3113;Rubigen;"Mo-Fr 05:45 – 11:45, 15:00 – 18:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Zürcherstrasse 10;5620;Bremgarten AG;"Mo-Fr 05:45 – 19:35; Sa 06:45 - 18:05; So 08:45 - 17:05<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 56 648 33 33;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse;5040;Schöftland;"Mo-Fr 06:00 – 12:00, 13:30 – 18:30; Sa 08:00 – 12:00, 12:45 – 16:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 13;3312;Fraubrunnen;"Mo-Fr 06:00 – 17:00; Sa-So 07:00 – 12:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 31 767 71 30;FE7569;;
Bahnhof Gepäckschalter;;;;Hauptstrasse 30;5037;Muhen;"Mo-Fr 06:00 – 18:30; Sa 08:00 – 12:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 62 832 83 82;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz;8854;Siebnen-Wangen;"Mo-Fr 08:00 – 12:00, 13:30 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Güterstrasse 10;4133;Pratteln;"Mo-Fr 08:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Amthausstrasse 1;4143;Dornach-Arlesheim;"Mo-Fr 08:00 – 18:30; Sa 08:00 – 12:15, 13:15 – 16:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 1;8500;Frauenfeld;"Mo-Fr 08:00 – 18:30; Sa 08:00 – 17:00; So 08:30 – 12:00, 13:00 – 17:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 12;3700;Spiez;"Mo-Fr 08:00 – 18:45; Sa-So 08:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 34 50;FE7569;;
Bahnhof Gepäckschalter;;;;Centralbahnstrasse 18;4000;Basel;"Mo-Fr 08:00 – 19:00; Sa-So 09:00 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz;6003;Luzern;"Mo-Fr 08:30 – 19:00; Sa-So 09:30 - 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Hauptstrasse 148;3850;Brienz;"Mo-Fr 08:20 – 11:40, 13:20 – 17:45<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 668 86 60;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;6403;Küssnacht am Rigi;"Mo-Fr 08:15 – 12:00, 13:15 – 17:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 16;6170;Schüpfheim;"Mo-Fr 08:20 – 11:45, 13:15 – 18:10<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse;8260;Stein am Rhein;"Mo-Fr 08:40 – 12:00, 12:50 – 18:10<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3953;Leuk;"Mo-Fr 08:30 – 11:30, 13:30 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Frauenfelderstrasse 25;8404;Oberwinterthur;"Mo-Fr 08:00 – 12:10, 13:50 – 18:10<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof;8802;Kilchberg;"Mo-Fr 08:00 – 12:15, 13:30 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof 43;7310;Bad Ragaz;"Mo-Fr 06:00 - 20:00; Sa-So 07:00 - 20:00 (Avec Laden)<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0800 401 401;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz 1;9543;St. Margrethen;"Mo-Fr 08:00 – 18:00; Sa 08:00 – 17:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 45;4242;Laufen;"Mo-Fr 08:00 – 18:30; Sa: 08:00 – 16:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof;8762;Schwanden GL;"Mo-Fr 07:45 – 11:45, 13:15 – 17:45<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""""_blank"""" href=""""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"""">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Am Bahnhof 1;6280;Hochdorf;"Mo-Fr 07:45 – 12:00, 13:15 – 17:45; Sa 08:15 – 12:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 11;6330;Cham;"Mo-Fr 07:45 – 12:00, 13:15 – 18:00; Sa 08:00 – 12:00, 13:15 – 16:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 16;5722;Gränichen;"Mo-Fr 07:45 – 12:00, 13:15 – 18:00; Sa 08:00 – 12:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Schaffhauserstrasse 51;8152;Glattbrugg;"Mo-Fr 07:45 – 12:00, 13:15 – 18:15<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse;6440;Brunnen;"Mo-Fr 07:45 – 18:30; Sa 07:45 – 12:00, 13:30 – 16:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof SBB;6460;Altdorf;"Mo-Fr 07:50 – 12:00, 13:30 – 18:00; Sa 07:50 – 12:00, 13:10 – 16:10<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 4;5630;Muri AG;"Mo-Fr 07:50 – 16:00; Sa 07:50 – 12:00, 13:00 – 15:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 10;4450;Sissach;"Mo-Fr 07:50 – 18:30; Sa 07:50 – 12:00, 12:50 – 16:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz 1;8853;Lachen SZ;"Mo-Fr 06:50 – 18:30, Sa/So 08:00 – 12:00 und 13:00 – 16:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Postgebäude;7516;Maloja;"Mo-So 09:30 – 11:15, 13:30 – 16:45<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 834 19 67;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7504;Morteratsch;"RHB Bahnhof. Gepäck möglich, aber ohne Öffnungszeiten<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 56 17;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7523;Madulain;"RHB Bahnhof. Gepäck möglich, aber ohne Öffnungszeiten<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 56 17;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7522;La Punt-Chamues-ch;"RHB Bahnhof. Gepäck möglich, aber ohne Öffnungszeiten<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 56 17;FE7569;;
Bahnhof Gepäckschalter;;;;Tuor 141;7546;Ardez;"RHB Bahnhof. Gepäck möglich, aber ohne Öffnungszeiten<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 58 17;FE7569;;
Bahnhof Gepäckschalter;;;;Stauffacherstrasse 1;7543;Lavin;"RHB Bahnhof. Gepäck möglich, aber ohne Öffnungszeiten<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 58 17;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7542;Susch;"RHB Bahnhof. Gepäck möglich, aber ohne Öffnungszeiten<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 58 17;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7525;S-chanf;"RHB Bahnhof. Gepäck möglich, aber ohne Öffnungszeiten<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 56 17;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz;9428;Walzenhausen;"RhW Zahnradbahn. Gepäck möglich, aber ohne Öffnungszeiten<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 71 888 15 94;FE7569;;
Bahnhof Gepäckschalter;;;;Kaltensteinstrasse 32;8127;Forch;"Mo-So 05:00 – 23:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 43 288 11 11;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse;7180;Disentis/Mustér;"Mo-So 05:30 – 11:20, 12:20 – 19:50<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 43 44;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 13;8494;Bauma ZH;"Mo-So 06:55 – 11:25, 12:55 - 17:10<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Wengiboden 1350 C;3823;Wengen;"Mo-So 05:30 – 18:40<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 33 828 70 57;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnstation BOB;3815;Zweilütschinen;"Mo-So 06:00 – 19:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 33 828 74 51;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7742;Poschiavo;"Mo-So 06:00 – 19:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 54 54;FE7569;;
Bahnhof Gepäckschalter;;;;Kleine Scheidegg;3818;Grindelwald;"Mo-So 06:10 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 33 828 75 40;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 41;8636;Wald ZH;"Mo-So 06:15 – 19:45<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Flughafen;8060;Zürich Flughafen;"Mo-So 06:15 – 22:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Güterstrasse;3780;Gstaad;"Mo-So 06:45 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 33 744 15 28;FE7569;;
